"symbol","entrez","entrez_mouse","symbol_mouse"
"FDFT1","2222","14137","Fdft1"
"FDPS","2224","110196","Fdps"
"FDX1","2230","14148","Fdx1"
"FDX2","112812","68165","Fdx2"
"FDXACB1","91893","382137","Fdxacb1"
"FDXR","2232","14149","Fdxr"
"FECH","2235","14151","Fech"
"FEM1A","55527","14154","Fem1a"
"FEM1A","55527","216622","Fem1al"
"FEM1B","10116","14155","Fem1b"
"FEM1C","56929","240263","Fem1c"
"FEN1","2237","14156","Fen1"
"FER","2241","14158","Fer"
"FER1L5","90342","100534273","Fer1l5"
"FER1L6","654463","631797","Fer1l6"
"FERD3L","222894","114712","Ferd3l"
"FERMT1","55612","241639","Fermt1"
"FERMT2","10979","218952","Fermt2"
"FERMT3","83706","108101","Fermt3"
"FES","2242","14159","Fes"
"FETUB","26998","59083","Fetub"
"FEV","54738","260298","Fev"
"FEZ2","9637","225020","Fez2"
"FEZF1","389549","73191","Fezf1"
"FEZF2","55079","54713","Fezf2"
"FFAR1","2864","233081","Ffar1"
"FFAR2","2867","233079","Ffar2"
"FFAR4","338557","107221","Ffar4"
"FGA","2243","14161","Fga"
"FGB","2244","110135","Fgb"
"FGD1","2245","14163","Fgd1"
"FGD2","221472","26382","Fgd2"
"FGD3","89846","30938","Fgd3"
"FGD4","121512","224014","Fgd4"
"FGD5","152273","232237","Fgd5"
"FGD6","55785","13998","Fgd6"
"FGF1","2246","14164","Fgf1"
"FGF10","2255","14165","Fgf10"
"FGF11","2256","14166","Fgf11"
"FGF12","2257","14167","Fgf12"
"FGF13","2258","14168","Fgf13"
"FGF14","2259","14169","Fgf14"
"FGF16","8823","80903","Fgf16"
"FGF17","8822","14171","Fgf17"
"FGF18","8817","14172","Fgf18"
"FGF19","9965","14170","Fgf15"
"FGF2","2247","14173","Fgf2"
"FGF20","26281","80857","Fgf20"
"FGF21","26291","56636","Fgf21"
"FGF22","27006","67112","Fgf22"
"FGF23","8074","64654","Fgf23"
"FGF3","2248","14174","Fgf3"
"FGF4","2249","14175","Fgf4"
"FGF5","2250","14176","Fgf5"
"FGF6","2251","14177","Fgf6"
"FGF7","2252","14178","Fgf7"
"FGF8","2253","14179","Fgf8"
"FGF9","2254","14180","Fgf9"
"FGFBP1","9982","14181","Fgfbp1"
"FGFBP3","143282","72514","Fgfbp3"
"FGFR1","2260","14182","Fgfr1"
"FGFR1OP2","26127","67529","Fgfr1op2"
"FGFR2","2263","14183","Fgfr2"
"FGFR3","2261","14184","Fgfr3"
"FGFR4","2264","14186","Fgfr4"
"FGFRL1","53834","116701","Fgfrl1"
"FGG","2266","99571","Fgg"
"FGGY","55277","75578","Fggy"
"FGL1","2267","234199","Fgl1"
"FGL2","10875","14190","Fgl2"
"FGR","2268","14191","Fgr"
"FH","2271","14194","Fh1"
"FHAD1","114827","329977","Fhad1"
"FHDC1","85462","229474","Fhdc1"
"FHIP1A","729830","229488","Fam160a1"
"FHIP1B","84067","74349","Fam160a2"
"FHIP2A","57700","226252","Fam160b1"
"FHIP2B","64760","239170","Fam160b2"
"FHIT","2272","14198","Fhit"
"FHL1","2273","14199","Fhl1"
"FHL1","2273","14202","Fhl4"
"FHL2","2274","14200","Fhl2"
"FHL3","2275","14201","Fhl3"
"FHL5","9457","57756","Fhl5"
"FHOD1","29109","234686","Fhod1"
"FHOD3","80206","225288","Fhod3"
"FIBCD1","84929","98970","Fibcd1"
"FIBIN","387758","67606","Fibin"
"FIBP","9158","58249","Fibp"
"FICD","11153","231630","Ficd"
"FIG4","9896","103199","Fig4"
"FIGLA","344018","26910","Figla"
"FIGN","55137","60344","Fign"
"FIGNL1","63979","60530","Fignl1"
"FIGNL2","401720","668225","Fignl2"
"FILIP1","27145","70598","Filip1"
"FILIP1L","11259","78749","Filip1l"
"FIS1","51024","66437","Fis1"
"FITM1","161247","68680","Fitm1"
"FITM2","128486","228859","Fitm2"
"FIZ1","84922","23877","Fiz1"
"FJX1","24147","14221","Fjx1"
"FKBP10","60681","14230","Fkbp10"
"FKBP11","51303","66120","Fkbp11"
"FKBP14","55033","231997","Fkbp14"
"FKBP15","23307","338355","Fkbp15"
"FKBP1A","2280","14225","Fkbp1a"
"FKBP1B","2281","14226","Fkbp1b"
"FKBP2","2286","14227","Fkbp2"
"FKBP3","2287","30795","Fkbp3"
"FKBP4","2288","14228","Fkbp4"
"FKBP5","2289","14229","Fkbp5"
"FKBP6","8468","94244","Fkbp6"
"FKBP7","51661","14231","Fkbp7"
"FKBP8","23770","14232","Fkbp8"
"FKBP9","11328","27055","Fkbp9"
"FKBPL","63943","56299","Fkbpl"
"FKRP","79147","243853","Fkrp"
"FKTN","2218","246179","Fktn"
"FLACC1","130540","108812","Flacc1"
"FLAD1","80308","319945","Flad1"
"FLCN","201163","216805","Flcn"
"FLG2","388698","229574","Flg2"
"FLI1","2313","14247","Fli1"
"FLII","2314","14248","Flii"
"FLNA","2316","192176","Flna"
"FLNB","2317","286940","Flnb"
"FLNC","2318","68794","Flnc"
"FLOT1","10211","14251","Flot1"
"FLOT2","2319","14252","Flot2"
"FLRT1","23769","396184","Flrt1"
"FLRT2","23768","399558","Flrt2"
"FLRT3","23767","71436","Flrt3"
"FLT1","2321","14254","Flt1"
"FLT3","2322","14255","Flt3"
"FLT3LG","2323","14256","Flt3l"
"FLT4","2324","14257","Flt4"
"FLVCR1","28982","226844","Flvcr1"
"FLVCR2","55640","217721","Flvcr2"
"FLYWCH1","84256","224613","Flywch1"
"FLYWCH2","114984","76917","Flywch2"
"FMC1","154791","66117","Fmc1"
"FMN1","342184","14260","Fmn1"
"FMN2","56776","54418","Fmn2"
"FMNL1","752","57778","Fmnl1"
"FMNL2","114793","71409","Fmnl2"
"FMNL3","91010","22379","Fmnl3"
"FMO1","2326","14261","Fmo1"
"FMO2","2327","55990","Fmo2"
"FMO3","2328","14262","Fmo3"
"FMO4","2329","226564","Fmo4"
"FMO5","2330","14263","Fmo5"
"FMOD","2331","14264","Fmod"
"FMR1","2332","14265","Fmr1"
"FMR1NB","158521","207854","Fmr1nb"
"FN1","2335","14268","Fn1"
"FN3K","64122","63828","Fn3k"
"FN3KRP","79672","238024","Fn3krp"
"FNBP1","23048","14269","Fnbp1"
"FNBP1L","54874","214459","Fnbp1l"
"FNBP4","23360","55935","Fnbp4"
"FNDC1","84624","68655","Fndc1"
"FNDC10","643988","230991","Fndc10"
"FNDC11","79025","332713","Fndc11"
"FNDC3A","22862","319448","Fndc3a"
"FNDC3B","64778","72007","Fndc3b"
"FNDC4","64838","64339","Fndc4"
"FNDC5","252995","384061","Fndc5"
"FNDC7","163479","320181","Fndc7"
"FNDC8","54752","78919","Fndc8"
"FNDC9","408263","320116","Fndc9"
"FNIP1","96459","216742","Fnip1"
"FNIP2","57600","329679","Fnip2"
"FNTA","2339","14272","Fnta"
"FOCAD","54914","230393","Focad"
"FOLH1","2346","53320","Folh1"
"FOLR1","2348","14275","Folr1"
"FOS","2353","14281","Fos"
"FOSB","2354","14282","Fosb"
"FOSL1","8061","14283","Fosl1"
"FOSL2","2355","14284","Fosl2"
"FOXA1","3169","15375","Foxa1"
"FOXA2","3170","15376","Foxa2"
"FOXA3","3171","15377","Foxa3"
"FOXB1","27023","64290","Foxb1"
"FOXB2","442425","14240","Foxb2"
"FOXC1","2296","17300","Foxc1"
"FOXC2","2303","14234","Foxc2"
"FOXD1","2297","15229","Foxd1"
"FOXD2","2306","17301","Foxd2"
"FOXD3","27022","15221","Foxd3"
"FOXE1","2304","110805","Foxe1"
"FOXE3","2301","30923","Foxe3"
"FOXF1","2294","15227","Foxf1"
"FOXF2","2295","14238","Foxf2"
"FOXG1","2290","15228","Foxg1"
"FOXH1","8928","14106","Foxh1"
"FOXI1","2299","14233","Foxi1"
"FOXI2","399823","270004","Foxi2"
"FOXI3","344167","232077","Foxi3"
"FOXJ1","2302","15223","Foxj1"
"FOXJ2","55810","60611","Foxj2"
"FOXJ3","22887","230700","Foxj3"
"FOXK1","221937","17425","Foxk1"
"FOXK2","3607","68837","Foxk2"
"FOXL1","2300","14241","Foxl1"
"FOXL2","668","26927","Foxl2"
"FOXM1","2305","14235","Foxm1"
"FOXN1","8456","15218","Foxn1"
"FOXN2","3344","14236","Foxn2"
"FOXN3","1112","71375","Foxn3"
"FOXN4","121643","116810","Foxn4"
"FOXO1","2308","56458","Foxo1"
"FOXO3","2309","56484","Foxo3"
"FOXO4","4303","54601","Foxo4"
"FOXO6","100132074","329934","Foxo6"
"FOXP1","27086","108655","Foxp1"
"FOXP2","93986","114142","Foxp2"
"FOXP3","50943","20371","Foxp3"
"FOXP4","116113","74123","Foxp4"
"FOXQ1","94234","15220","Foxq1"
"FOXR1","283150","382074","Foxr1"
"FOXR2","139628","436240","Foxr2"
"FOXRED1","55572","235169","Foxred1"
"FOXRED2","80020","239554","Foxred2"
"FOXS1","2307","14239","Foxs1"
"FPGS","2356","14287","Fpgs"
"FPGT","8790","75540","Fpgt"
"FPR1","2357","14293","Fpr1"
"FPR2","2358","14289","Fpr2"
"FPR2","2358","14294","Fpr3"
"FRA10AC1","118924","70567","Fra10ac1"
"FRAS1","80144","231470","Fras1"
"FRAT1","10023","14296","Frat1"
"FRAT1","10023","27412","Peg12"
"FRAT2","23401","212398","Frat2"
"FREM1","158326","329872","Frem1"
"FREM2","341640","242022","Frem2"
"FREM3","166752","333315","Frem3"
"FRG1","2483","14300","Frg1"
"FRG2","448831","621364","Frg2f4"
"FRG2","448831","621487","Frg2f9"
"FRG2","448831","621499","Frg2f10"
"FRG2","448831","622052","Frg2f8"
"FRG2","448831","668736","Frg2f5"
"FRG2","448831","668738","Frg2f6"
"FRG2","448831","668739","Frg2f7"
"FRG2","448831","668742","Frg2f3"
"FRG2","448831","668743","Frg2f2"
"FRG2","448831","100043809","Frg2f11"
"FRG2","448831","100043811","Frg2f12"
"FRG2","448831","100043814","Frg2f13"
"FRK","2444","14302","Frk"
"FRMD3","257019","242506","Frmd3"
"FRMD4A","55691","209630","Frmd4a"
"FRMD4B","23150","232288","Frmd4b"
"FRMD5","84978","228564","Frmd5"
"FRMD6","122786","319710","Frmd6"
"FRMD7","90167","385354","Frmd7"
"FRMD8","83786","67457","Frmd8"
"FRMPD1","22844","666060","Frmpd1"
"FRMPD2","143162","268729","Frmpd2"
"FRMPD3","84443","245643","Frmpd3"
"FRMPD4","9758","333605","Frmpd4"
"FRRS1","391059","20321","Frrs1"
"FRRS1L","23732","230235","Frrs1l"
"FRS2","10818","327826","Frs2"
"FRS3","10817","107971","Frs3"
"FRY","10129","320365","Fry"
"FRYL","285527","72313","Fryl"
"FRZB","2487","20378","Frzb"
"FSBP","100861412","100503583","Fsbp"
"FSCB","84075","623046","Fscb"
"FSCN1","6624","14086","Fscn1"
"FSCN2","25794","238021","Fscn2"
"FSCN3","29999","56223","Fscn3"
"FSD1","79187","240121","Fsd1"
"FSD1L","83856","319636","Fsd1l"
"FSD2","123722","244091","Fsd2"
"FSHB","2488","14308","Fshb"
"FSHR","2492","14309","Fshr"
"FSIP1","161835","71313","Fsip1"
"FSIP2","401024","241516","Fsip2"
"FST","10468","14313","Fst"
"FSTL1","11167","14314","Fstl1"
"FSTL3","10272","83554","Fstl3"
"FSTL4","23105","320027","Fstl4"
"FSTL5","56884","213262","Fstl5"
"FTCD","10841","14317","Ftcd"
"FTH1","2495","14319","Fth1"
"FTL","2512","14325","Ftl1"
"FTL","2512","434624","Ftl1-ps2"
"FTL","2512","434624","Ftl1-ps1"
"FTMT","94033","67634","Ftmt"
"FTO","79068","26383","Fto"
"FTSJ1","24140","54632","Ftsj1"
"FTSJ3","117246","56095","Ftsj3"
"FUBP1","8880","51886","Fubp1"
"FUBP3","8939","320267","Fubp3"
"FUCA1","2517","71665","Fuca1"
"FUCA2","2519","66848","Fuca2"
"FUNDC1","139341","72018","Fundc1"
"FUNDC2","65991","67391","Fundc2"
"FUOM","282969","69064","Fuom"
"FURIN","5045","18550","Furin"
"FUS","2521","233908","Fus"
"FUT1","2523","14343","Fut1"
"FUT10","84750","171167","Fut10"
"FUT11","170384","73068","Fut11"
"FUT2","2524","14344","Fut2"
"FUT4","2526","14345","Fut4"
"FUT7","2529","14347","Fut7"
"FUT8","2530","53618","Fut8"
"FUT9","10690","14348","Fut9"
"FUZ","80199","70300","Fuz"
"FXN","2395","14297","Fxn"
"FXR1","8087","14359","Fxr1"
"FXR2","9513","23879","Fxr2"
"FXYD1","5348","56188","Fxyd1"
"FXYD3","5349","17178","Fxyd3"
"FXYD4","53828","108017","Fxyd4"
"FXYD5","53827","18301","Fxyd5"
"FXYD6","53826","59095","Fxyd6"
"FXYD7","53822","57780","Fxyd7"
"FYB1","2533","23880","Fyb"
"FYB2","199920","242594","Fyb2"
"FYCO1","79443","17281","Fyco1"
"FYN","2534","14360","Fyn"
"FYTTD1","84248","69823","Fyttd1"
"FZD1","8321","14362","Fzd1"
"FZD10","11211","93897","Fzd10"
"FZD2","2535","57265","Fzd2"
"FZD3","7976","14365","Fzd3"
"FZD4","8322","14366","Fzd4"
"FZD5","7855","14367","Fzd5"
"FZD6","8323","14368","Fzd6"
"FZD7","8324","14369","Fzd7"
"FZD8","8325","14370","Fzd8"
"FZD9","8326","14371","Fzd9"
"FZR1","51343","56371","Fzr1"
"G0S2","50486","14373","G0s2"
"G2E3","55632","217558","G2e3"
"G3BP1","10146","27041","G3bp1"
"G3BP2","9908","23881","G3bp2"
"G6PC1","2538","14377","G6pc"
"G6PC2","57818","14378","G6pc2"
"G6PC3","92579","68401","G6pc3"
"G6PD","2539","14381","G6pdx"
"G6PD","2539","14380","G6pd2"
"GAA","2548","14387","Gaa"
"GAB1","2549","14388","Gab1"
"GAB2","9846","14389","Gab2"
"GABARAP","11337","56486","Gabarap"
"GABARAPL1","23710","57436","Gabarapl1"
"GABARAPL2","11345","93739","Gabarapl2"
"GABBR1","2550","54393","Gabbr1"
"GABBR2","9568","242425","Gabbr2"
"GABPA","2551","14390","Gabpa"
"GABPB1","2553","14391","Gabpb1"
"GABPB2","126626","213054","Gabpb2"
"GABRA1","2554","14394","Gabra1"
"GABRA2","2555","14395","Gabra2"
"GABRA3","2556","14396","Gabra3"
"GABRA4","2557","14397","Gabra4"
"GABRA5","2558","110886","Gabra5"
"GABRA6","2559","14399","Gabra6"
"GABRB1","2560","14400","Gabrb1"
"GABRB2","2561","14401","Gabrb2"
"GABRB3","2562","14402","Gabrb3"
"GABRD","2563","14403","Gabrd"
"GABRE","2564","14404","Gabre"
"GABRG1","2565","14405","Gabrg1"
"GABRG2","2566","14406","Gabrg2"
"GABRG3","2567","14407","Gabrg3"
"GABRP","2568","216643","Gabrp"
"GABRQ","55879","57249","Gabrq"
"GABRR1","2569","14408","Gabrr1"
"GABRR2","2570","14409","Gabrr2"
"GABRR3","200959","328699","Gabrr3"
"GAD1","2571","14415","Gad1"
"GAD2","2572","14417","Gad2"
"GADD45A","1647","13197","Gadd45a"
"GADD45B","4616","17873","Gadd45b"
"GADD45G","10912","23882","Gadd45g"
"GADD45GIP1","90480","102060","Gadd45gip1"
"GADL1","339896","73748","Gadl1"
"GAK","2580","231580","Gak"
"GAL","51083","14419","Gal"
"GAL3ST1","9514","53897","Gal3st1"
"GAL3ST2","64090","381334","Gal3st2"
"GAL3ST2","64090","619597","Gal3st2c"
"GAL3ST2","64090","100041596","Gal3st2b"
"GAL3ST3","89792","545276","Gal3st3"
"GAL3ST4","79690","330217","Gal3st4"
"GALC","2581","14420","Galc"
"GALE","2582","74246","Gale"
"GALK1","2584","14635","Galk1"
"GALK2","2585","69976","Galk2"
"GALM","130589","319625","Galm"
"GALNS","2588","50917","Galns"
"GALNT1","2589","14423","Galnt1"
"GALNT10","55568","171212","Galnt10"
"GALNT11","63917","231050","Galnt11"
"GALNT12","79695","230145","Galnt12"
"GALNT13","114805","271786","Galnt13"
"GALNT14","79623","71685","Galnt14"
"GALNT15","117248","78754","Galnt15"
"GALNT16","57452","108760","Galnt16"
"GALNT17","64409","212996","Galnt17"
"GALNT18","374378","233733","Galnt18"
"GALNT2","2590","108148","Galnt2"
"GALNT3","2591","14425","Galnt3"
"GALNT5","11227","241391","Galnt5"
"GALNT6","11226","207839","Galnt6"
"GALNT7","51809","108150","Galnt7"
"GALNT9","50614","231605","Galnt9"
"GALNTL5","168391","67909","Galntl5"
"GALNTL6","442117","270049","Galntl6"
"GALP","85569","232836","Galp"
"GALR1","2587","14427","Galr1"
"GALR2","8811","14428","Galr2"
"GALR3","8484","14429","Galr3"
"GALT","2592","14430","Galt"
"GAMT","2593","14431","Gamt"
"GAN","8139","209239","Gan"
"GANAB","23193","14376","Ganab"
"GANC","2595","76051","Ganc"
"GAP43","2596","14432","Gap43"
"GAPDH","2597","14433","Gapdh"
"GAPDH","2597","100042025","Gapdh-ps15"
"GAPDHS","26330","14447","Gapdhs"
"GAPT","202309","238875","Gapt"
"GAPVD1","26130","66691","Gapvd1"
"GAR1","54433","68147","Gar1"
"GAREM1","64762","381126","Garem1"
"GAREM2","150946","242915","Garem2"
"GARNL3","84253","99326","Garnl3"
"GARRE1","9710","233103","Garre1"
"GARS1","2617","353172","Gars"
"GART","2618","14450","Gart"
"GAS1","2619","14451","Gas1"
"GAS2","2620","14453","Gas2"
"GAS2L1","10634","78926","Gas2l1"
"GAS2L2","246176","237891","Gas2l2"
"GAS2L3","283431","237436","Gas2l3"
"GAS6","2621","14456","Gas6"
"GAS7","8522","14457","Gas7"
"GAS8","2622","104346","Gas8"
"GASK1A","729085","245050","Gask1a"
"GASK1B","51313","68659","Gask1b"
"GAST","2520","14459","Gast"
"GATA1","2623","14460","Gata1"
"GATA2","2624","14461","Gata2"
"GATA3","2625","14462","Gata3"
"GATA4","2626","14463","Gata4"
"GATA5","140628","14464","Gata5"
"GATA6","2627","14465","Gata6"
"GATAD1","57798","67210","Gatad1"
"GATAD2A","54815","234366","Gatad2a"
"GATAD2B","57459","229542","Gatad2b"
"GATB","5188","229487","Gatb"
"GATC","283459","384281","Gatc"
"GATD1","347862","213350","Gatd1"
"GATM","2628","67092","Gatm"
"GBA","2629","14466","Gba"
"GBA2","57704","230101","Gba2"
"GBE1","2632","74185","Gbe1"
"GBF1","8729","107338","Gbf1"
"GBGT1","26301","227671","Gbgt1"
"GBP2","2634","14469","Gbp2"
"GBP3","2635","14468","Gbp2b"
"GBP4","115361","55932","Gbp3"
"GBP5","115362","229898","Gbp5"
"GBP6","163351","100702","Gbp6"
"GBP6","163351","17472","Gbp4"
"GBP6","163351","236573","Gbp9"
"GBP6","163351","626578","Gbp10"
"GBP6","163351","634650","Gbp11"
"GBP6","163351","76074","Gbp8"
"GBX1","2636","231044","Gbx1"
"GBX2","2637","14472","Gbx2"
"GC","2638","14473","Gc"
"GCA","25801","227960","Gca"
"GCAT","23464","26912","Gcat"
"GCC1","79571","74375","Gcc1"
"GCC2","9648","70297","Gcc2"
"GCDH","2639","270076","Gcdh"
"GCFC2","6936","330361","Gcfc2"
"GCG","2641","14526","Gcg"
"GCGR","2642","14527","Gcgr"
"GCH1","2643","14528","Gch1"
"GCHFR","2644","320415","Gchfr"
"GCK","2645","103988","Gck"
"GCKR","2646","231103","Gckr"
"GCLC","2729","14629","Gclc"
"GCLM","2730","14630","Gclm"
"GCM1","8521","14531","Gcm1"
"GCM2","9247","107889","Gcm2"
"GCN1","10985","231659","Gcn1"
"GCNT1","2650","14537","Gcnt1"
"GCNT2","2651","14538","Gcnt2"
"GCNT3","9245","72077","Gcnt3"
"GCNT4","51301","218476","Gcnt4"
"GCNT7","140687","654821","Gcnt7"
"GCSAM","257144","14525","Gcsam"
"GCSH","2653","68133","Gcsh"
"GDA","9615","14544","Gda"
"GDAP1","54332","14545","Gdap1"
"GDAP1L1","78997","228858","Gdap1l1"
"GDAP2","54834","14547","Gdap2"
"GDE1","51573","56209","Gde1"
"GDF1","2657","14559","Gdf1"
"GDF10","2662","14560","Gdf10"
"GDF11","10220","14561","Gdf11"
"GDF15","9518","23886","Gdf15"
"GDF2","2658","12165","Gdf2"
"GDF3","9573","14562","Gdf3"
"GDF5","8200","14563","Gdf5"
"GDF6","392255","242316","Gdf6"
"GDF7","151449","238057","Gdf7"
"GDF9","2661","14566","Gdf9"
"GDI1","2664","14567","Gdi1"
"GDI2","2665","14569","Gdi2"
"GDNF","2668","14573","Gdnf"
"GDPD1","284161","66569","Gdpd1"
"GDPD2","54857","71584","Gdpd2"
"GDPD3","79153","68616","Gdpd3"
"GDPD4","220032","233537","Gdpd4"
"GDPD5","81544","233552","Gdpd5"
"GDPGP1","390637","269952","Gdpgp1"
"GEM","2669","14579","Gem"
"GEMIN2","8487","66603","Gemin2"
"GEMIN4","50628","276919","Gemin4"
"GEMIN5","25929","216766","Gemin5"
"GEMIN6","79833","67242","Gemin6"
"GEMIN6","79833","621705","Gemin6-ps"
"GEMIN7","79760","69731","Gemin7"
"GEMIN8","54960","237221","Gemin8"
"GEN1","348654","209334","Gen1"
"GET1","7485","71446","Get1"
"GET1-SH3BGR","106865373","50795","Sh3bgr"
"GET3","439","56495","Get3"
"GET4","51608","67604","Get4"
"GFAP","2670","14580","Gfap"
"GFER","2671","11692","Gfer"
"GFI1","2672","14581","Gfi1"
"GFI1B","8328","14582","Gfi1b"
"GFM1","85476","28030","Gfm1"
"GFM2","84340","320806","Gfm2"
"GFOD1","54438","328232","Gfod1"
"GFOD2","81577","70575","Gfod2"
"GFPT1","2673","14583","Gfpt1"
"GFPT2","9945","14584","Gfpt2"
"GFRA1","2674","14585","Gfra1"
"GFRA2","2675","14586","Gfra2"
"GFRA3","2676","14587","Gfra3"
"GFRA4","64096","14588","Gfra4"
"GFRAL","389400","404194","Gfral"
"GFUS","7264","22122","Gfus"
"GFY","100507003","100039953","Gfy"
"GGA1","26088","106039","Gga1"
"GGA2","23062","74105","Gga2"
"GGA3","23163","260302","Gga3"
"GGACT","87769","223267","Ggact"
"GGCT","79017","110175","Ggct"
"GGCX","2677","56316","Ggcx"
"GGH","8836","14590","Ggh"
"GGN","199720","243897","Ggn"
"GGNBP2","79893","217039","Ggnbp2"
"GGPS1","9453","14593","Ggps1"
"GGT5","2687","23887","Ggt5"
"GGT6","124975","71522","Ggt6"
"GGT7","2686","207182","Ggt7"
"GHDC","84514","80860","Ghdc"
"GHITM","27069","66092","Ghitm"
"GHR","2690","14600","Ghr"
"GHRH","2691","14601","Ghrh"
"GHRHR","2692","14602","Ghrhr"
"GHRL","51738","58991","Ghrl"
"GHSR","2693","208188","Ghsr"
"GID4","79018","66771","Gid4"
"GID8","54994","76425","Gid8"
"GIGYF1","64599","57330","Gigyf1"
"GIGYF2","26058","227331","Gigyf2"
"GIMAP1","170575","16205","Gimap1"
"GIMAP1-GIMAP5","100527949","83408","Gimap3"
"GIMAP4","55303","107526","Gimap4"
"GIMAP6","474344","231931","Gimap6"
"GIMAP7","168537","231932","Gimap7"
"GIMAP8","155038","243374","Gimap8"
"GIMD1","100507096","433653","Gimd1"
"GIN1","54826","252876","Gin1"
"GINM1","116254","215751","Ginm1"
"GINS1","9837","69270","Gins1"
"GINS2","51659","272551","Gins2"
"GINS3","64785","78833","Gins3"
"GINS4","84296","109145","Gins4"
"GIP","2695","14607","Gip"
"GIPC1","10755","67903","Gipc1"
"GIPC2","54810","54120","Gipc2"
"GIPC3","126326","209047","Gipc3"
"GIPR","2696","381853","Gipr"
"GIT1","28964","216963","Git1"
"GIT2","9815","26431","Git2"
"GJA1","2697","14609","Gja1"
"GJA10","84694","14610","Gja10"
"GJA3","2700","14611","Gja3"
"GJA4","2701","14612","Gja4"
"GJA5","2702","14613","Gja5"
"GJA8","2703","14616","Gja8"
"GJB1","2705","14618","Gjb1"
"GJB2","2706","14619","Gjb2"
"GJB3","2707","14620","Gjb3"
"GJB4","127534","14621","Gjb4"
"GJB5","2709","14622","Gjb5"
"GJB6","10804","14623","Gjb6"
"GJC1","10052","14615","Gjc1"
"GJC2","57165","118454","Gjc2"
"GJC3","349149","118446","Gjc3"
"GJD2","57369","14617","Gjd2"
"GJD3","125111","353155","Gjd3"
"GJD4","219770","225152","Gjd4"
"GJE1","100126572","76743","Gje1"
"GK","2710","14933","Gk"
"GK","2710","14625","Gykl1"
"GK2","2712","14626","Gk2"
"GK5","256356","235533","Gk5"
"GKAP1","80318","56278","Gkap1"
"GKN1","56287","66283","Gkn1"
"GKN2","200504","66284","Gkn2"
"GLA","2717","11605","Gla"
"GLB1","2720","12091","Glb1"
"GLB1L","79411","74577","Glb1l"
"GLB1L2","89944","244757","Glb1l2"
"GLB1L3","112937","70893","Glb1l3"
"GLCCI1","113263","170772","Glcci1"
"GLCE","26035","93683","Glce"
"GLDC","2731","104174","Gldc"
"GLDN","342035","235379","Gldn"
"GLE1","2733","74412","Gle1"
"GLG1","2734","20340","Glg1"
"GLI1","2735","14632","Gli1"
"GLI2","2736","14633","Gli2"
"GLI3","2737","14634","Gli3"
"GLIPR1","11010","73690","Glipr1"
"GLIPR1L1","256710","69286","Glipr1l1"
"GLIPR1L1","256710","544736","Glipr1l3"
"GLIPR1L2","144321","67537","Glipr1l2"
"GLIPR2","152007","384009","Glipr2"
"GLIS1","148979","230587","Glis1"
"GLIS2","84662","83396","Glis2"
"GLIS3","169792","226075","Glis3"
"GLMN","11146","170823","Glmn"
"GLMP","112770","56700","Glmp"
"GLO1","2739","109801","Glo1"
"GLOD4","51031","67201","Glod4"
"GLOD5","392465","69824","Glod5"
"GLP1R","2740","14652","Glp1r"
"GLP2R","9340","93896","Glp2r"
"GLRA1","2741","14654","Glra1"
"GLRA2","2742","237213","Glra2"
"GLRA3","8001","110304","Glra3"
"GLRA4","441509","14657","Glra4"
"GLRB","2743","14658","Glrb"
"GLRX","2745","93692","Glrx"
"GLRX2","51022","69367","Glrx2"
"GLRX3","10539","30926","Glrx3"
"GLRX5","51218","73046","Glrx5"
"GLS","2744","14660","Gls"
"GLS2","27165","216456","Gls2"
"GLT1D1","144423","319804","Glt1d1"
"GLT6D1","360203","71103","Glt6d1"
"GLT8D1","55830","76485","Glt8d1"
"GLT8D2","83468","74782","Glt8d2"
"GLTP","51228","56356","Gltp"
"GLTPD2","388323","216871","Gltpd2"
"GLUL","2752","14645","Glul"
"GLYAT","10249","107146","Glyat"
"GLYATL3","389396","435528","Glyatl3"
"GLYCTK","132158","235582","Glyctk"
"GLYR1","84656","74022","Glyr1"
"GM2A","2760","14667","Gm2a"
"GMDS","2762","218138","Gmds"
"GMEB1","10691","56809","Gmeb1"
"GMEB2","26205","229004","Gmeb2"
"GMFB","2764","63985","Gmfb"
"GMFG","9535","63986","Gmfg"
"GMFG","9535","100040018","Gmfg-ps"
"GMIP","51291","78816","Gmip"
"GML","2765","625599","Gml"
"GML","2765","15202","Gml2"
"GMNC","647309","239789","Gmnc"
"GMNN","51053","57441","Gmnn"
"GMPPA","29926","69080","Gmppa"
"GMPPB","29925","331026","Gmppb"
"GMPR","2766","66355","Gmpr"
"GMPR2","51292","105446","Gmpr2"
"GMPS","8833","229363","Gmps"
"GNA11","2767","14672","Gna11"
"GNA12","2768","14673","Gna12"
"GNA13","10672","14674","Gna13"
"GNA14","9630","14675","Gna14"
"GNA15","2769","14676","Gna15"
"GNAI1","2770","14677","Gnai1"
"GNAI2","2771","14678","Gnai2"
"GNAI3","2773","14679","Gnai3"
"GNAL","2774","14680","Gnal"
"GNAO1","2775","14681","Gnao1"
"GNAQ","2776","14682","Gnaq"
"GNAS","2778","14683","Gnas"
"GNAT1","2779","14685","Gnat1"
"GNAT2","2780","14686","Gnat2"
"GNAT3","346562","242851","Gnat3"
"GNAZ","2781","14687","Gnaz"
"GNB1","2782","14688","Gnb1"
"GNB1L","54584","13972","Gnb1l"
"GNB2","2783","14693","Gnb2"
